g_event_id,sid,time,r_dow,r_hod,a_er_cat,a_app_id,a_campaign_type_id,a_camp_id,a_group_id,r_source_id,c_id,r_site_id,r_site_iab_cats,r_country_id,r_region_code,r_platform,r_network_type,r_traffic_type,c_type,c_cta,c_text,c_size,s_gerry_type,s_caesar_id,response
-4,0,1568676842.682,0,23,0,930,2,25555,26683,69,6359436,28082078,"14,3",10,21,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568676847.868,0,23,0,1087,2,25179,25835,74,5533183,28131310,"1,9",32,28,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568676853.006,0,23,0,1061,2,6653,27469,69,6392853,27734524,3,244,20,ANDROID,cellular,app,NATIVE,GRABBIKE NGAY,Nhập mã - GB30 | Ưu đãi 30.000đ - 10 chuyến GrabBike đầu tiên,0,,,0
-4,0,1568676855.785,0,23,0,930,2,25555,26682,74,6359438,28121553,5,10,21,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568676862.097,0,23,0,1061,2,6653,27470,69,6392844,27734524,3,244,87,ANDROID,wifi,app,NATIVE,DIGRAB,Nhập mã - DIGRAB. Nhận ưu đãi 50.000đ x2 chuyến GrabCar hoặc GrabTaxi cho người sử dụng lần đầu,0,,,0
-4,0,1568676867.295,0,23,0,1992,2,25403,26865,253,6387835,20095589,9,32,,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568676869.055,0,23,0,1087,2,25179,25179,69,6381396,28082078,"14,3",32,27,ANDROID,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568676874.205,0,23,0,2213,2,6639,14721,69,6374381,28014499,"14,3",178,33,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568676884.608,0,23,3,2464,2,25692,27245,69,6391861,28082078,"14,3",32,16,ANDROID,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568676891.242,0,23,0,2213,2,6639,27158,259,6372695,25885878,9,178,H2,ANDROID,wifi,app,HTML,Shop Now,LOWEST PRICES on Shopee's daily Flash Deals!,4800320,,,0
-4,0,1568676901.225,0,23,1,2268,2,6644,14737,74,6393167,131178,"1,19",32,06,ANDROID,cellular,app,IMAGE,,,4800320,,,0
-4,0,1568676902.199,0,23,0,1087,2,25179,25836,259,6371279,20306412,9,32,05,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568676915.665,0,23,0,2154,2,25476,26459,69,6386377,28082078,"14,3",32,21,ANDROID,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568676925.408,0,23,0,930,2,25482,26490,266,6386524,28161680,"1,9",32,21,ANDROID,cellular,app,VIDEO,,,3200480,,,0
-4,0,1568676932.129,0,23,0,1883,2,6932,16055,253,6373894,28192396,9,177,,ANDROID,wifi,app,VIDEO,,,3200480,1,,0
-4,0,1568676932.27,0,23,0,1883,2,6491,14205,259,6379137,20332976,9,146,,ANDROID,cellular,app,VIDEO,,,3200480,,,0
-4,0,1568676942.219,0,23,0,1087,2,25179,26510,69,6381402,27734524,3,32,21,ANDROID,cellular,app,NATIVE,Pede um iFood,Ganhe R$10 no primeiro pedido,0,,,0
-4,0,1568676942.275,0,23,0,2213,2,6639,14719,69,6374391,21032817,"14,3",178,A4,ANDROID,wifi,app,NATIVE,Shop Now,Daily Flash Deals - 50% OFF + Free Delivery,0,,,0
-4,0,1568676946.384,0,23,0,1087,2,25179,25835,44,6381396,28401745,3,32,27,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568676954.012,0,23,0,2117,2,25160,26745,253,6389881,28582410,9,237,,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568676978.296,0,23,0,930,2,25555,26683,69,6359440,27951860,"3,7",10,06,ANDROID,wifi,app,NATIVE,Recargá ahora,¡No te quedes sin saldo!,0,,,0
-4,0,1568676983.658,0,23,0,1061,2,6652,14760,69,6376677,28175271,"24,3",106,18,ANDROID,wifi,app,NATIVE,Unduh sekarang,Kodo Promo: GRAB4W,0,,,0
-4,0,1568676997.554,0,23,0,1883,2,6493,14204,74,6374439,28121173,1,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677016.265,0,23,0,1883,2,6932,16055,253,6373896,27901826,9,177,15,ANDROID,cellular,app,VIDEO,,,3200480,1,,0
-4,0,1568677027.059,0,23,0,1061,2,6652,14758,69,6376677,27734524,3,106,26,ANDROID,cellular,app,NATIVE,Unduh sekarang,Kodo Promo: GRAB4W,0,,,0
-4,0,1568677029.17,0,23,0,1087,2,25179,25835,253,5533183,28633508,24,32,15,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677033.218,0,23,0,2182,2,25602,26857,253,6387676,28633508,24,237,,ANDROID,wifi,app,HTML,Shop Now,Up to 70% off,3200480,,,0
-4,0,1568677037.689,0,23,0,2339,2,6841,15646,99,6392864,28102277,,177,15,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677044.425,0,23,0,2154,2,25476,26459,253,6386380,20088280,9,32,,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677047.266,0,23,0,1487,2,6643,27062,253,6377939,20119247,24,32,07,ANDROID,cellular,app,IMAGE,,,4800320,2,,0
-4,0,1568677047.956,0,23,0,930,2,25555,26682,69,6359440,27629226,3,10,03,ANDROID,cellular,app,NATIVE,Recargá ahora,¡No te quedes sin saldo!,0,,,0
-4,0,1568677049.571,0,23,0,2213,2,6639,14723,69,6388961,28175271,"24,3",178,F2,ANDROID,wifi,app,NATIVE,Shop Now,₱{product.sale_price} |  {product.title},0,,,0
-4,0,1568677059.041,0,23,2,1852,2,6568,15851,253,6388252,28093863,9,237,,ANDROID,cellular,app,VIDEO,,,3200480,,,0
-4,0,1568677067.417,0,23,0,536,2,25229,26357,69,6391931,566351,24,146,20,IOS,wifi,app,IMAGE,,,3200050,,,0
-4,0,1568677068.216,0,23,0,930,2,25482,26490,266,6386524,28486129,"1,9",32,07,ANDROID,cellular,app,VIDEO,,,3200480,,,0
-4,0,1568677086.335,0,23,2,1852,2,6568,15851,99,6393189,28014109,,237,,ANDROID,cellular,app,HTML,Watch Now,,3200480,,,0
-4,0,1568677088.133,0,23,0,2416,2,25664,27148,262,6390877,27609434,1,104,19,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677090.617,0,23,0,1087,2,25179,25835,253,6381399,27901826,9,32,17,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677116.592,0,23,0,1087,2,25179,25740,266,5533183,28486129,"1,9",32,27,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677119.994,0,23,0,1992,2,25403,26865,253,6387835,27808130,9,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677131.341,0,23,0,1999,2,25662,27118,253,6374246,28641080,24,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677132.747,0,23,0,2339,2,25357,25851,69,6378875,21032817,"14,3",49,34,ANDROID,wifi,app,NATIVE,Viaja Ahora,Estás Listo Para Viajar con Beat,0,,,0
-4,0,1568677133.439,0,23,0,930,2,25482,26490,266,6386524,28011987,"1,9",32,15,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677140.377,0,23,0,930,2,25555,26682,259,6359438,20311806,9,10,01,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677151.229,0,23,0,1087,2,25179,25835,259,6371269,20306412,9,32,07,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677152.192,0,23,0,1087,2,25179,25740,253,5533183,27611846,9,32,05,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677153.897,0,23,0,1992,2,25403,26865,253,6387835,28641080,24,32,,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677161.09,0,23,0,1883,2,6493,14470,253,6374453,28641080,24,32,08,ANDROID,wifi,app,IMAGE,,,3200480,0,,0
-4,0,1568677169.86,0,23,0,2303,2,6623,15669,74,6386224,28120963,14,101,00,IOS,wifi,app,IMAGE,,,3000250,3,,1
-4,0,1568677177.647,0,23,0,2154,2,25476,26459,253,6389907,28588222,,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677181.381,0,23,0,2117,2,25160,26745,253,6389893,28582950,9,237,,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677201.081,0,23,0,2247,2,6618,14617,253,6380741,28582441,1,32,21,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677202.29,0,23,0,1999,2,25662,27118,69,6374255,27734524,3,32,27,ANDROID,wifi,app,NATIVE,Peça agora,o app do gás,0,,,0
-4,0,1568677205.327,0,23,0,2213,2,6639,14721,259,6372708,25885878,9,178,A1,ANDROID,wifi,app,HTML,Shop Now,LOWEST PRICES on Shopee's daily Flash Deals!,10240768,,,0
-4,0,1568677205.846,0,23,0,1087,2,25179,25740,253,6371282,27884634,1,32,29,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677218.326,0,23,0,2214,2,6732,15102,259,6387843,20306412,9,244,32,ANDROID,wifi,app,VIDEO,,,4800320,,,0
-4,0,1568677235.491,0,23,0,1992,2,25403,26865,253,6387835,27412857,9,32,21,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677245.103,0,23,0,2363,2,25440,27075,253,6385112,28113687,9,10,17,ANDROID,wifi,app,HTML,Pedí un Glovo,Me encanta.,3200480,1,,0
-4,0,1568677248.135,0,23,0,2117,2,25160,26745,69,6389854,26007681,"13,3",237,MD,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677253.525,0,23,0,1087,2,25179,25835,253,5533183,27612861,9,32,05,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677259.483,0,23,0,930,2,25482,26577,253,6386524,27884634,1,32,06,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677270.661,0,23,0,2154,2,25171,25171,253,6390559,26941351,19,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677281.934,0,23,0,1087,2,25179,25835,266,5533183,26820375,"1,9",32,05,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677290.519,0,23,0,2154,2,25476,26459,253,6389907,28582441,1,32,,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677295.111,0,23,0,2339,2,6841,15646,266,6392872,28694879,"1,9",177,15,ANDROID,cellular,app,VIDEO,,,4800320,,,0
-4,0,1568677298.707,0,23,0,2312,2,6595,26236,259,6392854,28750124,9,237,MI,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677309.15,0,23,0,1087,2,25179,25835,74,5533183,28132052,"1,9",32,05,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677319.964,0,23,3,2464,2,25692,27245,253,6391858,26941351,19,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677320.239,0,23,0,1883,2,6932,16056,178,6374614,28669679,3,177,15,ANDROID,cellular,app,IMAGE,,,3200480,0,,0
-4,0,1568677343.232,0,23,0,2213,2,6639,14721,69,6374390,26129742,"1,1",178,53,ANDROID,cellular,app,NATIVE,Shop Now,Daily Flash Deals!,0,,,0
-4,0,1568677346.539,0,23,0,2416,2,25664,27147,74,6390873,28131070,1,104,02,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677361.82,0,23,0,1992,2,25403,26865,253,6387835,26756106,9,32,23,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677369.672,0,23,0,1399,2,25619,27544,253,6389291,28641080,24,32,,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677370.401,0,23,0,930,2,25482,26577,259,6386525,20306412,9,32,05,ANDROID,wifi,app,VIDEO,,,4800320,,,0
-4,0,1568677372.46,0,23,0,2154,2,25476,26459,69,6389907,28380896,"3,9,9",32,23,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677385.196,0,23,0,1992,2,25403,26865,168,6387835,632709,9,32,27,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677392.21,0,23,0,2213,2,6639,14719,69,6374391,26868013,"3,9,9",178,53,ANDROID,cellular,app,NATIVE,Shop Now,Daily Flash Deals - 50% OFF + Free Delivery,0,,,0
-4,0,1568677406.845,0,23,0,2213,2,6639,27158,69,6374390,27734524,3,178,F2,ANDROID,wifi,app,NATIVE,Shop Now,Daily Flash Deals!,0,,,0
-4,0,1568677429.942,0,23,0,536,2,25741,27505,74,6389411,28120963,14,10,07,IOS,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677434.728,0,23,0,1087,2,25179,26510,253,6371282,28582441,1,32,,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677439.802,0,23,0,2214,2,6732,27117,69,6389807,27734524,3,244,44,ANDROID,cellular,app,NATIVE,Mua Ngay,Flash sale | Shopee,0,,,0
-4,0,1568677440.707,0,23,0,1399,2,25619,27544,178,6389313,26384152,14,32,15,ANDROID,wifi,app,NATIVE,Simule Agora,Precisou de empréstimo? Tamo junto!,0,,,0
-4,0,1568677448.179,0,23,0,2154,2,25476,26459,178,6389907,27048526,1,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677454.542,0,23,0,1087,2,25179,25835,253,5533183,28200797,9,32,,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677459.56,0,23,0,1087,2,25179,25179,74,5533185,28131269,"1,9",32,27,ANDROID,wifi,app,VIDEO,,,4800320,,,0
-4,0,1568677467.679,0,23,0,1883,2,6932,16056,178,6375981,27795690,3,177,15,ANDROID,cellular,app,NATIVE,PIDE AHORA,Hora de comer?,0,0,,0
-4,0,1568677484.84,0,23,0,1087,2,25179,25835,266,5533183,27595670,"1,9",32,05,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677485.437,0,23,0,1061,2,6652,14758,74,6376678,28224292,3,106,04,ANDROID,cellular,app,NATIVE,Unduh sekarang,Kodo Promo: GRAB2W,0,,,0
-4,0,1568677487.351,0,23,0,2154,2,25476,26459,253,6386380,20107006,9,32,,ANDROID,cellular,app,IMAGE,,,4800320,,,0
-4,0,1568677493.13,0,23,0,930,2,25555,26683,69,6359440,27734527,3,10,05,ANDROID,wifi,app,NATIVE,Recargá ahora,¡No te quedes sin saldo!,0,,,0
-4,0,1568677499.6,0,23,0,1087,2,25179,25835,259,6381400,20306412,9,32,27,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677500.607,0,23,0,1883,2,6493,14037,69,6375979,28153864,"14,3",32,18,ANDROID,cellular,app,NATIVE,PEÇA AGORA,"O que você precisar, nós levamos e fazemos pra você",0,,,0
-4,0,1568677513.035,0,23,0,2213,2,6639,14721,69,6374390,28175271,"24,3",178,B4,ANDROID,wifi,app,NATIVE,Shop Now,Daily Flash Deals!,0,,,0
-4,0,1568677513.158,0,23,0,1992,2,25403,26865,178,6387835,28675366,9,32,,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677519.789,0,23,0,930,2,25555,26682,272,6359439,27461444,9,10,06,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677523.494,0,23,0,2304,2,6629,26633,262,6386286,25109109,,101,00,ANDROID,wifi,app,HTML, 立即預訂,"享高達50%的獨家優惠！<BR/>
成為 Trip.com 會員",3200480,,,0
-4,0,1568677524.394,0,23,0,2215,2,6740,15164,69,6388961,26813869,3,178,F2,IOS,cellular,app,NATIVE,Shop Now,₱{product.sale_price} |  {product.title},0,,,0
-4,0,1568677533.443,0,23,0,1999,2,25662,27118,259,6370163,28558260,9,32,23,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677534.709,0,23,0,930,2,25482,26490,266,6386524,28250651,"1,9",32,21,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677537.448,0,23,0,1883,2,6491,14467,253,6374600,27656664,9,146,30,ANDROID,wifi,app,IMAGE,,,3200480,0,,0
-4,0,1568677548.409,0,23,0,1087,2,25179,25835,69,6371285,27548249,3,32,05,ANDROID,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568677548.465,0,23,0,1087,2,25179,25835,168,6381399,27386999,"19,19,3",32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677549.292,0,23,0,1087,2,25179,25835,253,6381399,26941351,19,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677557.754,0,23,0,930,2,25555,26682,253,6359438,28633508,24,10,07,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677570.271,0,23,0,1883,2,6932,16056,253,6374614,27842695,9,177,15,ANDROID,cellular,app,IMAGE,,,3200480,0,,0
-4,0,1568677571.127,0,23,0,433,2,6790,25821,69,6378949,28082078,"14,3",10,01,ANDROID,wifi,app,HTML,VER MÁS,Desde {custom_label_2},3000250,,,0
-4,0,1568677576.367,0,23,0,1883,2,6528,14475,259,6374418,25097755,9,10,01,ANDROID,wifi,app,IMAGE,,,3200480,1,,0
-4,0,1568677599.572,0,23,0,2339,2,6842,26846,69,6376967,27734527,3,45,12,ANDROID,cellular,app,NATIVE,Mejores Tarifas,¡No te muevas sin las mejores tarifas de Beat!,0,,,0
-4,0,1568677601.351,0,23,0,1087,2,25179,25179,69,6371275,28082078,"14,3",32,27,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677602.499,0,23,0,535,2,25398,26388,253,6392821,20109523,9,181,04,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677609.325,0,23,0,1883,2,6491,14466,253,6374579,26941351,19,146,16,ANDROID,wifi,app,IMAGE,,,3200480,1,,0
-4,0,1568677616.269,0,23,0,2339,2,25357,25851,259,6378902,20306412,9,49,34,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677617.116,0,23,0,2339,2,6842,26846,69,6376967,27969715,"9,9",45,12,ANDROID,cellular,app,NATIVE,Mejores Tarifas,¡No te muevas sin las mejores tarifas de Beat!,0,,,0
-4,0,1568677632.191,0,23,0,1399,2,25619,27544,69,6389289,28082078,"14,3",32,27,ANDROID,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568677643.857,0,23,0,1883,2,6493,14468,253,6373908,28237116,19,32,21,ANDROID,wifi,app,VIDEO,,,3200480,2,,0
-4,0,1568677647.591,0,23,0,2213,2,6639,14724,69,6388957,69644,"1,3",178,A4,ANDROID,wifi,app,HTML,Shop Now, {product.title},3200480,,,0
-4,0,1568677648.839,0,23,0,2339,2,6842,26846,266,6376571,27678329,"1,9",45,12,ANDROID,wifi,app,VIDEO,,,7681024,,,0
-4,0,1568677653.088,0,23,0,2213,2,6639,14721,69,6374391,27734524,3,178,D9,ANDROID,cellular,app,NATIVE,Shop Now,Daily Flash Deals - 50% OFF + Free Delivery,0,,,0
-4,0,1568677655.424,0,23,0,2339,2,6842,26846,69,6376967,27479868,"3,9,9",45,12,ANDROID,wifi,app,NATIVE,Mejores Tarifas,¡No te muevas sin las mejores tarifas de Beat!,0,,,0
-4,0,1568677671.269,0,23,1,2463,2,25696,27432,69,6393141,21032817,"14,3",178,F2,ANDROID,cellular,app,NATIVE,Sign Up Now!,Watch all you can on Hooq,0,0,,0
-4,0,1568677671.457,0,23,0,930,2,25555,26682,69,6359440,21032817,"14,3",10,05,ANDROID,cellular,app,NATIVE,Recargá ahora,¡No te quedes sin saldo!,0,,,0
-4,0,1568677678.198,0,23,0,536,2,25223,26825,74,6392015,28120963,14,45,12,IOS,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677679.718,0,23,0,1883,2,6493,14470,272,6374461,28129223,9,32,27,ANDROID,wifi,app,IMAGE,,,4800320,0,,0
-4,0,1568677683.141,0,23,0,1399,2,25619,27544,69,6389313,27734524,3,32,08,ANDROID,wifi,app,NATIVE,Simule Agora,Precisou de empréstimo? Tamo junto!,0,,,0
-4,0,1568677685.185,0,23,0,930,2,25555,26682,253,6359439,27469927,9,10,17,ANDROID,cellular,app,IMAGE,,,4800320,,,0
-4,0,1568677693.888,0,23,0,1883,2,6493,14037,266,6373907,26580730,"1,9",32,27,ANDROID,wifi,app,VIDEO,,,4800320,,,0
-4,0,1568677695.534,0,23,0,1087,2,25179,25179,266,5533182,26580812,"1,25,9",32,21,ANDROID,wifi,app,VIDEO,,,4800320,,,0
-4,0,1568677709.194,0,23,0,1992,2,25403,26865,259,6387835,26619256,9,32,24,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677714.544,0,23,0,930,2,25482,26490,266,6386525,28209372,"1,9",32,21,ANDROID,cellular,app,VIDEO,,,4800320,,,0
-4,0,1568677726.56,0,23,0,1061,2,6652,14758,69,6376675,5140364,"1,1,24",106,02,ANDROID,wifi,app,HTML,Unduh sekarang,"Ini buatmu, diskon sampai 50RB!",3000250,,,1
-4,0,1568677730.086,0,23,0,1883,2,6491,14467,259,6374580,20306412,9,146,05,ANDROID,wifi,app,IMAGE,,,4800320,0,,0
-4,0,1568677736.231,0,23,0,2117,2,25160,26746,74,6389841,28247573,1,237,TX,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677739.808,0,23,0,1883,2,6491,14205,259,6373935,20332976,9,146,25,ANDROID,cellular,app,VIDEO,,,3200480,,,0
-4,0,1568677745.37,0,23,0,2339,2,6841,15646,266,6392872,26388356,"1,25,9",177,,ANDROID,cellular,app,VIDEO,,,4800320,,,0
-4,0,1568677751.291,0,23,0,1087,2,25179,25835,69,6371259,27734527,3,32,13,ANDROID,wifi,app,NATIVE,PEDE UM IFOOD,FOME DE ESFIHA?,0,,,0
-4,0,1568677755.236,0,23,0,1883,2,6528,14476,74,6373427,315404,"1,9",10,07,ANDROID,cellular,app,IMAGE,,,3200050,0,,0
-4,0,1568677764.592,0,23,0,1883,2,6932,16055,44,6373450,28402587,3,177,15,ANDROID,cellular,app,IMAGE,,,3200480,1,,0
-4,0,1568677766.411,0,23,0,2213,2,6639,14719,69,6374391,27765271,3,178,20,ANDROID,wifi,app,NATIVE,Shop Now,Daily Flash Deals - 50% OFF + Free Delivery,0,,,0
-4,0,1568677786.579,0,23,0,1061,2,25426,27021,259,6392793,20306412,9,244,44,ANDROID,cellular,app,IMAGE,,,10240768,,,0
-4,0,1568677789.065,0,23,0,1487,2,25356,26720,253,6374875,27727643,9,32,27,ANDROID,wifi,app,IMAGE,,,3200480,3,,0
-4,0,1568677800.905,0,23,0,1061,2,6653,27469,69,6392853,27734524,3,244,20,ANDROID,wifi,app,NATIVE,GRABBIKE NGAY,Nhập mã - GB30 | Ưu đãi 30.000đ - 10 chuyến GrabBike đầu tiên,0,,,0
-4,0,1568677804.366,0,23,0,1883,2,6493,14204,272,6374440,27461444,9,32,27,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677805.907,0,23,0,1992,2,25403,26865,44,6392813,28401745,3,32,27,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677814.28,0,23,0,930,2,25555,26683,253,6388868,28604333,9,10,,ANDROID,wifi,app,HTML,Recargá,"Recargá el celular en un instante, desde la app.",3200480,,,0
-4,0,1568677814.655,0,23,0,930,2,25482,26490,69,6379444,28153864,"14,3",32,11,ANDROID,wifi,app,NATIVE,ABRIR O APP,Coloque créditos no seu celular a qualquer hora!,0,,,0
-4,0,1568677818.743,0,23,0,730,2,25725,27418,69,6378609,27734527,3,207,06,ANDROID,cellular,app,NATIVE,Shop the App,Feel Your Best For Less,0,,,0
-4,0,1568677827.943,0,23,0,1883,2,6491,14466,253,6373898,27591868,9,146,14,ANDROID,wifi,app,VIDEO,,,3200480,1,,0
-4,0,1568677830.937,0,23,0,1999,2,25662,27118,69,6374255,27951860,"3,7",32,29,ANDROID,wifi,app,NATIVE,Peça agora,o app do gás,0,,,0
-4,0,1568677831.007,0,23,0,2213,2,6639,14723,69,6388956,12679,"9,9",178,33,ANDROID,wifi,app,HTML,Shop Now, {product.title},4800320,,,0
-4,0,1568677835.277,0,23,0,1883,2,6493,14204,74,6373908,28131282,"1,9",32,15,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677838.878,0,23,0,2339,2,6842,26846,74,6376577,28484670,"1,9",45,12,ANDROID,wifi,app,VIDEO,,,3200480,,,0
-4,0,1568677839.582,0,23,0,930,2,25482,26577,259,6379440,20306412,9,32,17,ANDROID,wifi,app,HTML,ABRIR O APP,,4800320,,,0
-4,0,1568677843.166,0,23,0,1061,2,25466,26393,69,6383776,26773518,3,221,43,ANDROID,wifi,app,NATIVE,USEGRAB,ไม่อยากเดิน เรียก Grab,0,,,0
-4,0,1568677844.928,0,23,0,1992,2,25403,26865,178,6387835,28208747,9,32,31,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677848.705,0,23,0,2116,2,25165,26747,74,6389876,28120963,14,237,IN,IOS,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568677850.668,0,23,0,1061,2,6653,27469,69,6392853,27765271,3,244,44,ANDROID,wifi,app,NATIVE,GRABBIKE NGAY,Nhập mã - GB30 | Ưu đãi 30.000đ - 10 chuyến GrabBike đầu tiên,0,,,0
-4,0,1568677854.37,0,23,0,535,2,25704,27318,99,6391939,7549808,,209,51,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677862.559,0,23,0,1883,2,6528,14475,272,6373422,27633277,9,10,17,ANDROID,wifi,app,IMAGE,,,3200480,1,,0
-4,0,1568677867.655,0,23,0,1087,2,25179,25179,178,6371265,26384152,1,32,11,ANDROID,wifi,app,IMAGE,,,3000250,,,0
-4,0,1568677872.627,0,23,0,930,2,25482,26490,69,6379444,27765271,3,32,27,ANDROID,wifi,app,NATIVE,ABRIR O APP,Coloque créditos no seu celular a qualquer hora!,0,,,0
-4,0,1568677876.992,0,23,0,930,2,25555,26682,69,6359440,21032817,"14,3",10,14,ANDROID,wifi,app,NATIVE,Recargá ahora,¡No te quedes sin saldo!,0,,,0
-4,0,1568677877.119,0,23,0,536,2,25225,25539,74,6389679,28120963,14,49,34,IOS,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677877.627,0,23,0,1087,2,25179,25835,259,6371289,23221062,9,32,18,ANDROID,wifi,app,IMAGE,,,4800320,,,0
-4,0,1568677877.757,0,23,0,535,2,25738,27502,74,6389413,28130971,1,10,07,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677879.064,0,23,0,1061,2,6652,14760,69,6376678,27734524,3,106,08,ANDROID,cellular,app,NATIVE,Unduh sekarang,Kodo Promo: GRAB2W,0,,,0
-4,0,1568677879.253,0,23,0,1999,2,25662,27118,74,6370167,28579516,1,32,23,ANDROID,wifi,app,IMAGE,,,3200050,,,0
-4,0,1568677880.358,0,23,0,2154,2,25476,26459,259,6386379,26665995,9,32,27,ANDROID,wifi,app,IMAGE,,,3200480,,,0
-4,0,1568677885.336,0,23,0,1999,2,25662,27118,69,6374255,27734524,3,32,27,ANDROID,wifi,app,NATIVE,Peça agora,o app do gás,0,,,0
-4,0,1568677892.209,0,23,0,2339,2,6842,26846,266,6376575,28161680,"1,9",45,12,ANDROID,wifi,app,VIDEO,,,7681024,,,0
-4,0,1568677894.444,0,23,0,2154,2,25476,26459,44,6386377,28401745,3,32,27,ANDROID,cellular,app,IMAGE,,,3000250,,,0
-4,0,1568677896.558,0,23,3,2464,2,25692,27245,168,6391858,27386999,13,32,27,ANDROID,cellular,app,IMAGE,,,3200480,,,0
-4,0,1568677906.341,0,23,0,2154,2,25476,26459,253,6386380,28160125,9,32,,ANDROID,cellular,app,IMAGE,,,4800320,,,0
